day,date,temps,S_vals
1,,-0.3,1.0
2,,-0.7,1.0
3,,-1.0,1.0
4,,-1.4,1.0
5,,-1.7,1.0
6,,-2.1,1.0
7,,-2.4,1.0
8,,-2.8,1.0
9,,-3.1,1.0
10,,-3.5,1.0
11,,-3.8,1.0
12,,-4.1,1.0
13,,-4.5,1.0
14,,-4.8,1.0
15,,-5.1,1.0
16,,-5.5,1.0
17,,-5.8,1.0
18,,-6.1,1.0
19,,-6.5,1.0
20,,-6.8,1.0
21,,-7.1,1.0
22,,-7.4,1.0
23,,-7.7,1.0
24,,-8.0,1.0
25,,-8.4,1.0
26,,-8.7,1.0
27,,-9.0,1.0
28,,-9.3,1.0
29,,-9.6,1.0
30,,-9.9,1.0
31,,-10.2,0.94
32,,-10.5,0.94
33,,-10.7,0.94
34,,-11.0,0.94
35,,-11.3,0.94
36,,-11.6,0.94
37,,-11.9,0.94
38,,-12.1,0.94
39,,-12.4,0.94
40,,-12.6,0.94
41,,-12.9,0.94
42,,-13.2,0.94
43,,-13.4,0.94
44,,-13.7,0.94
45,,-13.9,0.94
46,,-14.1,0.94
47,,-14.4,0.94
48,,-14.6,0.94
49,,-14.8,0.94
50,,-15.0,0.94
51,,-15.2,0.94
52,,-15.4,0.94
53,,-15.7,0.94
54,,-15.9,0.94
55,,-16.0,0.94
56,,-16.2,0.94
57,,-16.4,0.94
58,,-16.6,0.94
59,,-16.8,0.94
60,,-16.9,0.94
61,,-17.1,0.88
62,,-17.3,0.88
63,,-17.4,0.88
64,,-17.6,0.88
65,,-17.7,0.88
66,,-17.8,0.88
67,,-18.0,0.88
68,,-18.1,0.88
69,,-18.2,0.88
70,,-18.3,0.88
71,,-18.4,0.88
72,,-18.5,0.88
73,,-18.6,0.88
74,,-18.7,0.88
75,,-18.8,0.88
76,,-18.9,0.88
77,,-18.9,0.88
78,,-19.0,0.88
79,,-19.1,0.88
80,,-19.1,0.88
81,,-19.2,0.88
82,,-19.2,0.88
83,,-19.3,0.88
84,,-19.3,0.88
85,,-19.3,0.88
86,,-19.3,0.88
87,,-19.3,0.88
88,,-19.3,0.88
89,,-19.4,0.88
90,,-19.3,0.88
91,,-19.3,0.82
92,,-19.3,0.82
93,,-19.3,0.82
94,,-19.3,0.82
95,,-19.2,0.82
96,,-19.2,0.82
97,,-19.1,0.82
98,,-19.1,0.82
99,,-19.0,0.82
100,,-19.0,0.82
101,,-18.9,0.82
102,,-18.8,0.82
103,,-18.7,0.82
104,,-18.6,0.82
105,,-18.6,0.82
106,,-18.5,0.82
107,,-18.4,0.82
108,,-18.2,0.82
109,,-18.1,0.82
110,,-18.0,0.82
111,,-17.9,0.82
112,,-17.7,0.82
113,,-17.6,0.82
114,,-17.5,0.82
115,,-17.3,0.82
116,,-17.1,0.82
117,,-17.0,0.82
118,,-16.8,0.82
119,,-16.7,0.82
120,,-16.5,0.82
121,,-16.3,0.76
122,,-16.1,0.76
123,,-15.9,0.76
124,,-15.7,0.76
125,,-15.5,0.76
126,,-15.3,0.76
127,,-15.1,0.76
128,,-14.9,0.76
129,,-14.7,0.76
130,,-14.4,0.76
131,,-14.2,0.76
132,,-14.0,0.76
133,,-13.7,0.76
134,,-13.5,0.76
135,,-13.2,0.76
136,,-13.0,0.76
137,,-12.7,0.76
138,,-12.5,0.76
139,,-12.2,0.76
140,,-11.9,0.76
141,,-11.7,0.76
142,,-11.4,0.76
143,,-11.1,0.76
144,,-10.8,0.76
145,,-10.6,0.76
146,,-10.3,0.76
147,,-10.0,0.76
148,,-9.7,0.76
149,,-9.4,0.76
150,,-9.1,0.76
151,,-8.8,0.7
152,,-8.5,0.7
153,,-8.2,0.7
154,,-7.8,0.7
155,,-7.5,0.7
156,,-7.2,0.7
157,,-6.9,0.7
158,,-6.6,0.7
159,,-6.2,0.7
160,,-5.9,0.7
161,,-5.6,0.7
162,,-5.2,0.7
163,,-4.9,0.7
164,,-4.6,0.7
165,,-4.2,0.7
166,,-3.9,0.7
167,,-3.6,0.7
168,,-3.2,0.7
169,,-2.9,0.7
170,,-2.5,0.7
171,,-2.2,0.7
172,,-1.9,0.7
173,,-1.5,0.7
174,,-1.2,0.7
175,,-0.8,0.7
176,,-0.5,0.7
